A1,A2,A3,B1,B2,B3,C1,C2,C3,
63,786,125,30,176,39,13,35,16,
62,785,126,31,173,39,14,35,14,
65,790,126,31,175,39,13,35,15,
63,792,123,31,176,39,13,36,15,
64,793,121,31,174,39,13,36,14,
66,797,125,30,175,40,13,34,16,
67,800,128,32,179,41,12,36,15,
66,802,132,31,180,42,13,36,15,
67,804,134,32,181,42,13,37,18,
67,805,133,34,183,42,13,37,16,
69,804,128,33,185,41,12,36,15,
67,799,124,33,178,39,11,36,16,
67,797,123,31,174,40,12,36,15,
70,799,123,31,176,41,13,35,15,
68,801,122,32,177,39,13,36,16,
68,795,112,33,173,35,14,36,14,
68,791,108,33,171,34,12,36,15,
72,792,112,34,172,35,12,34,15,
71,796,114,34,175,37,13,36,15,
73,799,115,35,176,35,13,36,16,
73,795,107,34,173,33,12,35,15,
70,790,108,34,170,34,13,34,15,
71,795,112,32,174,35,14,36,15,
72,803,117,34,178,36,13,36,16,
72,808,122,34,180,38,14,36,17,
71,811,124,35,184,38,14,36,16,
71,812,118,34,183,38,13,37,16,
72,803,111,34,175,35,13,36,16,
74,789,102,33,161,30,15,34,15,
71,778,91,30,148,25,14,34,12,
72,763,79,29,137,22,13,33,14,
71,742,72,26,124,19,13,31,13,
66,711,68,25,109,16,12,31,11,
63,669,63,22,98,16,12,28,12,
57,597,56,22,86,15,11,23,10,
50,433,38,19,65,11,10,19,8,
30,129,10,14,32,4,11,12,5,
12,47,8,16,36,7,10,12,6,
9,45,9,17,38,7,11,12,6,
14,49,10,17,36,6,14,13,6,
13,51,9,17,37,7,12,14,7,
12,49,11,18,39,8,12,14,6,
13,52,11,18,38,8,12,15,8,
13,51,12,18,39,9,14,15,7,
12,50,13,17,38,9,14,15,8,
13,51,12,18,39,9,13,15,7,
14,51,11,19,39,9,13,14,9,
15,53,12,19,41,10,13,15,8,
15,52,13,19,41,10,12,15,8,
14,50,12,21,41,10,14,16,9,
13,52,12,20,40,10,12,16,9,
14,55,12,21,41,12,14,15,9,
15,53,15,21,43,11,13,14,7,
15,56,13,21,41,10,15,14,9,
16,53,14,21,42,12,14,15,8,
15,53,14,21,43,12,13,13,9,
15,53,15,20,41,13,14,14,9,
15,53,15,21,43,12,12,15,8,
15,50,15,22,44,14,13,14,9,
15,51,15,20,43,13,13,14,8,
16,55,14,21,44,13,13,14,8,
15,53,14,21,41,12,14,15,9,
15,52,15,23,44,13,14,15,8,
16,51,15,22,44,13,13,15,9,
15,50,14,23,45,14,14,15,9,
16,53,14,23,43,13,14,16,10,
16,54,14,23,44,14,15,14,9,
15,53,16,22,43,15,13,15,9,
16,53,16,23,44,14,13,15,10,
17,54,16,23,45,16,13,15,9,
16,54,16,24,46,16,14,14,9,
14,53,16,22,45,14,12,15,9,
14,50,16,24,46,15,13,14,9,
16,53,16,25,47,15,13,15,10,
14,47,9,21,35,11,15,15,7,
14,40,17,16,26,11,12,12,8,
15,38,46,12,21,20,9,10,9,
16,38,80,14,21,27,9,9,12,
16,38,103,12,19,30,11,9,12,
16,36,116,11,19,31,10,8,12,
16,30,143,13,17,33,9,7,13,
13,27,199,11,16,38,8,7,14,
12,27,262,8,16,50,8,6,15,
11,28,322,9,15,56,8,8,17,
13,27,351,10,14,67,8,7,20,
11,29,375,8,14,68,7,6,20,
13,29,391,9,16,73,9,6,19,
13,29,413,10,15,80,8,6,21,
13,28,435,10,15,81,9,7,21,
11,26,446,9,15,81,8,7,22,
11,26,461,9,12,81,8,6,22,
10,29,482,8,16,85,8,7,24,
11,30,506,8,17,91,8,6,25,
11,31,516,9,18,96,8,7,26,
10,32,524,10,19,96,8,6,26,
11,31,530,10,19,96,7,8,26,
10,33,542,10,18,97,8,8,26,
8,34,549,9,19,100,7,8,27,
10,33,560,9,21,106,9,7,28,
10,35,568,9,21,105,9,7,28,
9,35,577,7,20,107,8,8,28,
11,34,584,9,23,112,7,6,28,
11,34,592,9,22,114,8,8,30,
11,35,599,10,22,117,9,8,29,
10,36,605,9,22,121,8,8,30,
11,36,608,9,23,120,8,8,30,
10,35,610,10,24,123,8,8,30,
10,34,616,10,25,123,8,9,30,
11,37,623,10,25,128,8,8,30,
11,37,632,10,25,132,9,8,31,
11,39,634,10,25,132,8,8,31,
10,40,640,8,25,134,9,9,33,
10,39,638,9,25,135,9,9,31,
9,36,630,11,25,132,9,7,32,
10,34,627,11,22,135,9,7,32,
10,35,638,10,24,138,9,8,33,
10,38,645,9,24,142,9,7,32,
11,36,647,10,26,143,9,7,32,
11,36,652,10,24,144,9,9,32,
11,39,662,9,24,144,8,8,33,
10,40,660,9,25,137,8,8,32,
10,41,660,10,25,133,7,8,30,
11,43,663,10,25,137,8,8,33,
11,44,668,10,27,138,8,8,33,
10,44,677,9,27,141,8,8,33,
10,44,688,10,28,146,8,10,34,
10,43,693,8,28,150,8,9,35,
