A1,A2,A3,B1,B2,B3,C1,C2,C3,
21,32,27,44,62,62,55,72,40,
20,31,28,45,63,62,54,72,40,
20,32,28,45,63,63,53,72,39,
19,30,28,45,64,62,54,72,40,
19,31,27,44,63,62,53,72,39,
19,30,28,45,63,62,54,72,39,
21,30,28,44,63,63,54,71,39,
20,31,28,45,63,61,53,71,40,
21,31,28,46,62,62,53,72,39,
20,30,28,44,62,61,54,72,38,
21,31,27,45,62,61,54,73,39,
19,31,27,46,63,62,54,71,39,
19,31,28,44,63,62,53,70,40,
21,30,28,44,63,62,54,71,40,
20,31,28,46,63,62,54,72,39,
20,30,28,45,63,63,53,71,39,
19,32,28,45,62,62,53,71,40,
20,31,27,45,63,62,54,72,40,
19,31,28,45,62,62,53,72,41,
20,31,26,45,62,62,52,72,39,
21,31,28,45,63,63,52,72,40,
20,32,27,45,63,62,53,72,40,
21,31,28,46,63,62,53,73,40,
21,31,29,46,62,62,54,72,40,
21,30,28,46,63,63,54,72,40,
19,30,27,46,62,61,54,73,40,
21,31,27,46,63,62,53,73,40,
20,31,27,45,62,62,53,72,39,
20,31,28,46,63,62,54,72,40,
19,32,28,45,62,63,54,71,40,
21,32,26,46,63,63,56,71,40,
19,30,27,45,63,62,54,71,38,
20,31,27,46,63,62,54,71,38,
19,31,28,46,63,61,55,72,39,
20,31,27,45,63,62,53,71,39,
21,32,26,45,63,62,56,72,39,
20,32,28,45,62,63,55,71,39,
20,31,28,45,61,63,54,72,40,
19,32,28,46,62,62,56,72,39,
20,32,28,47,62,62,54,72,40,
20,32,28,45,61,62,54,72,40,
19,31,28,45,62,62,54,72,39,
20,32,28,45,62,62,53,72,39,
20,31,28,46,62,62,53,72,40,
20,32,27,45,62,63,55,72,39,
19,31,28,45,62,63,55,73,40,
19,31,27,47,62,63,54,73,40,
19,30,28,45,62,63,55,72,39,
19,31,26,45,62,63,55,71,39,
21,31,27,45,62,63,55,72,39,
20,30,28,45,63,62,55,72,40,
19,31,27,45,63,62,54,71,40,
19,31,28,45,63,62,55,72,42,
19,30,28,46,63,62,54,71,40,
20,30,28,46,63,63,53,72,41,
21,31,28,47,64,63,54,72,39,
21,31,28,46,63,61,54,72,40,
19,31,27,46,64,63,54,71,41,
20,32,28,46,64,62,53,72,40,
19,32,28,46,65,62,54,72,40,
19,30,27,46,64,62,53,71,40,
18,31,28,46,63,62,54,72,39,
18,32,27,47,63,63,52,72,40,
21,31,27,46,63,63,55,72,40,
20,32,28,46,64,63,55,72,39,
19,31,28,46,63,63,54,72,40,
20,32,29,46,63,62,54,71,40,
20,32,28,47,64,62,54,71,40,
20,32,28,46,64,63,53,70,40,
20,32,28,47,63,62,54,71,41,
20,31,28,47,64,62,55,72,41,
18,31,28,47,64,62,55,72,40,
19,33,28,46,64,62,53,72,39,
20,31,28,46,65,62,54,72,41,
20,30,27,46,64,63,54,72,40,
19,31,29,46,64,63,54,72,40,
20,30,27,47,63,62,55,72,39,
20,32,28,45,63,62,54,71,40,
19,32,27,45,63,63,54,72,40,
19,32,27,45,63,62,54,71,41,
21,31,28,45,62,63,55,71,41,
21,31,28,46,63,63,54,72,42,
21,31,28,46,63,63,53,71,41,
19,32,27,46,63,63,53,71,40,
21,32,28,45,63,63,52,70,41,
19,31,28,46,63,63,54,72,42,
20,31,28,45,63,63,54,70,41,
19,31,27,46,63,63,53,71,40,
21,32,28,46,63,62,53,71,40,
21,31,28,45,63,63,54,71,40,
19,32,29,45,63,63,55,71,40,
20,32,27,45,63,63,54,72,42,
20,32,29,45,62,63,54,72,42,
19,32,27,45,63,63,53,71,41,
19,32,29,46,64,62,54,72,41,
19,32,29,45,64,63,53,71,41,
20,32,28,45,64,63,53,72,42,
19,31,27,45,64,62,53,72,42,
19,31,28,46,63,62,53,72,41,
19,31,28,45,63,62,52,71,42,
19,31,28,46,63,63,53,72,41,
20,31,29,45,63,63,54,72,42,
